DATADOACAO,FORNECEDOR,DESTINO,ESTADO/MUNICIPIO,TIPO,QUANTIDADE,VALOR,DESTINATARIO,UF,DATA DE ENTREGA
16/05/2020,MAGNAMED,PERNAMBUCO,ESTADO,TRANSPORTE,35, 1.690.150,Secretaria Estadual de Saude,PE,17/05/2020
30/05/2020,WEG,PERNAMBUCO,ESTADO,UTI,10, 600.000,Secretaria Estadual de Saude,PE,31/05/2020
02/06/2020,VYAIRE,PERNAMBUCO,MUNICIPIO,UTI,12, 720.000,Secretaria Municipal de Saude (Jaboaṭo dos Guararapes),PE,03/06/2020
08/06/2020,MAGNAMED,PERNAMBUCO,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude (Caruaru),PE,09/06/2020
08/06/2020,LEISTUNG,PERNAMBUCO,MUNICIPIO,UTI,10, 600.000,Secretaria Municipal de Saude (Caruaru),PE,09/06/2020
26/06/2020,MAGNAMED,PERNAMBUCO,MUNICIPIO,TRANSPORTE,1, 48.290,Secretaria Municipal de Saude (BOM JARDIM),PE,30/06/2020
26/06/2020,VYAIRE,PERNAMBUCO,MUNICIPIO,UTI,1, 60.000,Secretaria Municipal de Saude (BOM JARDIM),PE,30/06/2020
26/06/2020,MAGNAMED,PERNAMBUCO,MUNICIPIO,TRANSPORTE,2, 96.580,Secretaria Municipal de Saude (CARUARU),PE,30/06/2020
26/06/2020,VYAIRE,PERNAMBUCO,MUNICIPIO,UTI,2, 120.000,Secretaria Municipal de Saude (CARUARU),PE,30/06/2020
26/06/2020,MAGNAMED,PERNAMBUCO,MUNICIPIO,TRANSPORTE,3, 144.870,Secretaria Municipal de Saude (GARANHUNS),PE,30/06/2020
26/06/2020,VYAIRE,PERNAMBUCO,MUNICIPIO,UTI,2, 120.000,Secretaria Municipal de Saude (GARANHUNS),PE,30/06/2020
26/06/2020,MAGNAMED,PERNAMBUCO,MUNICIPIO,TRANSPORTE,1, 48.290,Secretaria Municipal de Saude (IGARASSU),PE,30/06/2020
26/06/2020,VYAIRE,PERNAMBUCO,MUNICIPIO,UTI,1, 60.000,Secretaria Municipal de Saude (IGARASSU),PE,30/06/2020
07/07/2020,MAGNAMED,PERNAMBUCO,MUNICIPIO,TRANSPORTE,5, 241.450,CABO DE SANTO AGOSTINHO - HOSPITAL DOM HELDER CAMARA,PE,13/07/2020
07/07/2020,MAGNAMED,PERNAMBUCO,MUNICIPIO,TRANSPORTE,5, 241.450,CARUARU - HOSPITAL MESTRE VITALINO,PE,13/07/2020
07/07/2020,MAGNAMED,PERNAMBUCO,MUNICIPIO,TRANSPORTE,5, 241.450,GARANHUNS - HOSPITAL REGIONAL DOM MOURA,PE,14/07/2020
07/07/2020,VYAIRE,PERNAMBUCO,MUNICIPIO,UTI,5, 300.000,OURICURI - HOSPITAL REGIONAL FERNANDO BEZERRA,PE,14/07/2020
07/07/2020,MAGNAMED,PERNAMBUCO,MUNICIPIO,TRANSPORTE,5, 241.450,OURICURI - HOSPITAL REGIONAL FERNANDO BEZERRA,PE,14/07/2020
07/07/2020,VYAIRE,PERNAMBUCO,MUNICIPIO,UTI,5, 300.000,PETROLINA - HOSPITAL DOM MALAM,PE,14/07/2020
07/07/2020,MAGNAMED,PERNAMBUCO,MUNICIPIO,TRANSPORTE,5, 241.450,PETROLINA - HOSPITAL DOM MALAM,PE,14/07/2020
07/07/2020,MAGNAMED,PERNAMBUCO,MUNICIPIO,TRANSPORTE,5, 241.450,RECIFE - HOSPITAL GETULIO VARGAS,PE,13/07/2020
07/07/2020,VYAIRE,PERNAMBUCO,MUNICIPIO,UTI,5, 300.000,RECIFE - HOSPITAL UNIVERSIT́RIO OSWALDO CRUZ - HUOC,PE,13/07/2020
07/07/2020,MAGNAMED,PERNAMBUCO,MUNICIPIO,TRANSPORTE,5, 241.450,RECIFE - HOSPITAL UNIVERSIT́RIO OSWALDO CRUZ - HUOC,PE,13/07/2020
10/07/2020,MAGNAMED,PERNAMBUCO,MUNICIPIO,TRANSPORTE,10, 482.900,PETROLINA - Secretaria Municipal de Saude,PE,18/07/2020
10/07/2020,VYAIRE,PERNAMBUCO,MUNICIPIO,UTI,10, 600.000,PETROLINA - Secretaria Municipal de Saude,PE,16/07/2020
17/07/2020,VYAIRE,PERNAMBUCO,MUNICIPIO,UTI,5, 300.000,PETROLINA - Secretaria Municipal de Saude ,PE,31/07/2020
17/07/2020,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,5, 100.000,PETROLINA - Secretaria Municipal de Saude ,PE,31/07/2020
31/07/2020,LEISTUNG,PERNAMBUCO,MUNICIPIO,UTI,5, 300.000,SMS de PETROLINA,PE,08/08/2020
14/08/2020,MAGNAMED,PERNAMBUCO,MUNICIPIO,TRANSPORTE,3, 144.870,SMS de CHA GRANDE,PE,18/08/2020
21/08/2020,VYAIRE,PERNAMBUCO,MUNICIPIO,UTI,2, 120.000,SMS de FLORESTA,PE,26/08/2020
08/10/2020,VYAIRE LTV 2200 USA,PERNAMBUCO,ESTADO,TRANSPORTE USA,20, 1.262.519,40,7o Deposito de Suprimento,PE,21/10/2020
08/10/2020,MAGNAMED,PERNAMBUCO,ESTADO,UTI,6, 360.000,7o Deposito de Suprimento,PE,21/10/2020
20/11/2020,KTK,PERNAMBUCO,ESTADO,TRANSPORTE,10, 200.000,SES  PERNAMBUCO,PE,25/11/2020
20/11/2020,MAGNAMED,PERNAMBUCO,ESTADO,UTI,10, 600.000,SES  PERNAMBUCO,PE,25/11/2020
20/11/2020,KTK,PERNAMBUCO,ESTADO,TRANSPORTE,3, 60.000,SES PERNAMBUCO,PE,02/12/2020
20/11/2020,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de AGRESTINA,PE,24/11/2020
23/12/2020,MAGNAMED,PERNAMBUCO,MUNICIPIO,TRANSPORTE,2, 96.580,HOSPITAL DO TRICENTENARIO,PE,28/12/2020
05/02/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,2, 40.000,UPA 24 HORAS BELO JARDIM,PE,10/02/2021
05/02/2021,KTK,PERNAMBUCO,ESTADO,TRANSPORTE,10, 200.000,IMIP HOSPITALAR,PE,12/02/2021
18/02/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de FLORES,PE,22/02/2021
18/02/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,5, 100.000,SMS de JOAO ALFREDO,PE,23/02/2021
18/02/2021,VYAIRE,PERNAMBUCO,MUNICIPIO,UTI,2, 120.000,UNIDADE MISTA MARIA TEREZA BRENANND COELHO,PE,23/02/2021
18/02/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de PASSIRA,PE,23/02/2021
18/02/2021,VYAIRE,PERNAMBUCO,MUNICIPIO,UTI,2, 120.000,SMS de BEZERROS,PE,23/02/2021
26/02/2021,KTK,PERNAMBUCO,ESTADO,TRANSPORTE,50, 1.000.000,SES PERNAMBUCO,PE,26/02/2021
26/02/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,4, 80.000,HOSPITAL MUNICIPAL DE JAQUEIRA MARIA HELENA SILVA DE ANDRADE,PE,26/02/2021
26/02/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,2, 40.000,HOSPITAL GERAL SEVERINO PEREIRA DA SILVA,PE,26/02/2021
26/02/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,3, 60.000,SMS de ITAQUITINGA,PE,26/02/2021
26/02/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,3, 60.000,SMS de TORITAMA,PE,26/02/2021
26/02/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de ALIANCA,PE,26/02/2021
26/02/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de LAJEDO,PE,26/02/2021
26/02/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de CUMARU,PE,26/02/2021
26/02/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de MACAPARANA,PE,26/02/2021
04/03/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de BELO JARDIM,PE,08/03/2021
04/03/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,2, 40.000,HOSPITAL DE CAMPANHA DE BEZERROS,PE,08/03/2021
04/03/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,2, 40.000,HOSPITAL MUNICIPAL JOSE VERISSIMO DE SOUZA,PE,08/03/2021
04/03/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,2, 40.000,HOSPITAL MUNICIPAL JOSE JOSY DUARTE,PE,08/03/2021
04/03/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de LAJEDO,PE,08/03/2021
11/03/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,2, 40.000, SMS de GOIANA ,PE,13/03/2021
11/03/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de Santa Cruz do Capibaribe,PE,13/03/2021
11/03/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de SANTA MARIA DO CAMBUĆ,PE,13/03/2021
13/03/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de AFRONIO ,PE,16/03/2021
13/03/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,10, 200.000,SMS de PETROLANDIA ,PE,16/03/2021
13/03/2021,KTK,PERNAMBUCO,MUNICIPIO,TRANSPORTE,5, 100.000,SMS de PETROLANDIA ,PE,16/03/2021
17/03/2021,LIFEMED,PERNAMBUCO,MUNICIPIO,UTI,2, 120.000,SMS de SAO JOSE DA COROA GRANDE,PE,20/03/2021
19/03/2021,HORTRON ,PERNAMBUCO,MUNICIPIO,UTI,3, 180.000,SMS de RIBEIRAO,PE,23/03/2021
19/03/2021,HORTRON ,PERNAMBUCO,MUNICIPIO,UTI,1, 60.000,SMS de DORMENTES ,PE,23/03/2021
19/03/2021,HORTRON ,PERNAMBUCO,MUNICIPIO,UTI,1, 60.000, SMS de AFRONIO ,PE,23/03/2021
19/03/2021,HORTRON ,PERNAMBUCO,MUNICIPIO,UTI,3, 180.000,SMS de LAGOA DOS GATOS,PE,23/03/2021
19/03/2021,INSPIRAR ,PERNAMBUCO,MUNICIPIO,UTI,3, 180.000,HOSPITAL DE CAMPANHA SANTA CRUZ DO CAPIBARIBE ,PE,23/03/2021
24/03/2021,INSPIRAR ,PERNAMBUCO,MUNICIPIO,UTI,1, 60.000,SMS de SAO VICENTE FERRER,PE,26/03/2021
24/03/2021,INSPIRAR ,PERNAMBUCO,MUNICIPIO,UTI,10, 600.000,SMS de PETROLINA,PE,29/03/2021
24/03/2021,INSPIRAR ,PERNAMBUCO,MUNICIPIO,UTI,2, 120.000,SMS de TUPARETAMA,PE,27/03/2021
29/03/2021,LIFEMED,PERNAMBUCO,MUNICIPIO,UTI,2, 120.000,UNIDADE MISTA PRESIDENTE CASTELO BRANCO,PE,03/04/2021
29/03/2021,LIFEMED,PERNAMBUCO,MUNICIPIO,UTI,2, 120.000,SMS de TRIUNFO,PE,04/04/2021
29/03/2021,LIFEMED,PERNAMBUCO,MUNICIPIO,UTI,2, 120.000,HOSPITAL MARIA RAFAEL DE SIQUEIRA,PE,05/04/2021
16/04/2021,LIFEMED,PERNAMBUCO,MUNICIPIO,UTI,2, 120.000,UNIDADE DE PRONTO ATENDIMENTO MESTRE CAMAR��O,PE,19/04/2021
16/04/2021,LIFEMED,PERNAMBUCO,MUNICIPIO,UTI,3, 180.000, UNIDADE MISTA OLILIA MENDONCA SOUTO MAIOR ,PE,19/04/2021
16/04/2021,LIFEMED,PERNAMBUCO,MUNICIPIO,UTI,2, 120.000,HOSPITAL MUNICIPAL DAS VERTENTES ,PE,19/04/2021
16/04/2021,LIFEMED,PERNAMBUCO,MUNICIPIO,UTI,2, 120.000, HOSPITAL DE CAMPANHA DE POMBOS ,PE,19/04/2021
16/04/2021,LIFEMED,PERNAMBUCO,MUNICIPIO,UTI,2, 120.000,HOSPITAL REGIONAL INACIO DE SA ,PE,19/04/2021
30/05/2020,WEG,PIAUI,ESTADO,UTI,10, 600.000,Secretaria Estadual de Saude,PI,02/06/2020
31/05/2020,MAGNAMED,PIAUI,ESTADO,TRANSPORTE,10, 482.900,Secretaria Estadual de Saude,PI,02/06/2020
04/06/2020,VYAIRE,PIAUI,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude (Parnaiba),PI,06/06/2020
04/06/2020,MAGNAMED,PIAUI,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude (Parnaiba),PI,06/06/2020
09/06/2020,MAGNAMED,PIAUI,ESTADO,UTI,4, 240.000,Secretaria Estadual de Saude,PI,12/06/2020
09/06/2020,VYAIRE,PIAUI,ESTADO,UTI,1, 60.000,Secretaria Estadual de Saude,PI,12/06/2020
09/06/2020,VYAIRE,PIAUI,ESTADO,UTI,5, 300.000,Secretaria Estadual de Saude,PI,12/06/2020
09/06/2020,MAGNAMED,PIAUI,ESTADO,TRANSPORTE,10, 482.900,Secretaria Estadual de Saude,PI,12/06/2020
16/06/2020,MAGNAMED,PIAUI,ESTADO,TRANSPORTE,10, 482.900,Secretaria Estadual de Saude,PI,19/06/2020
16/06/2020,VYAIRE,PIAUI,ESTADO,UTI,10, 600.000,Secretaria Estadual de Saude,PI,19/06/2020
26/06/2020,MAGNAMED,PIAUI,MUNICIPIO,TRANSPORTE,10, 482.900,Secretaria Municipal de Saude (PICOS),PI,01/07/2020
26/06/2020,VYAIRE,PIAUI,MUNICIPIO,UTI,10, 600.000,Secretaria Municipal de Saude (TERESINA),PI,01/07/2020
07/07/2020,VYAIRE,PIAUI,MUNICIPIO,UTI,10, 600.000,PICOS - HOSPITAL JUSTINO LUZ,PI,16/07/2020
07/07/2020,VYAIRE,PIAUI,MUNICIPIO,UTI,10, 600.000,TERESINA - HOSPITAL GETULIO VARGAS,PI,17/07/2020
10/07/2020,MAGNAMED,PIAUI,MUNICIPIO,TRANSPORTE,5, 241.450,CORRENTE - Secretaria Municipal de Saude,PI,16/07/2020
10/07/2020,MAGNAMED,PIAUI,ESTADO,TRANSPORTE,15, 724.350,TERESINA - Secretaria Estadual de Saude,PI,16/07/2020
10/07/2020,VYAIRE,PIAUI,ESTADO,UTI,5, 300.000,TERESINA - Secretaria Estadual de Saude,PI,16/07/2020
17/07/2020,VYAIRE,PIAUI,ESTADO,UTI,8, 480.000,TERESINA - Secretaria Estadual de Saude  ,PI,31/07/2020
17/07/2020,KTK,PIAUI,ESTADO,TRANSPORTE,24, 480.000,TERESINA - Secretaria Estadual de Saude  ,PI,31/07/2020
17/07/2020,KTK,PIAUI,MUNICIPIO,TRANSPORTE,2, 40.000,BOCA̍NA - Secretaria Municipal de Saude ,PI,31/07/2020
17/07/2020,KTK,PIAUI,MUNICIPIO,TRANSPORTE,2, 40.000,CASTELO DO PIAUI - Secretaria Municipal de Saude ,PI,31/07/2020
17/07/2020,KTK,PIAUI,MUNICIPIO,TRANSPORTE,2, 40.000,JAICOS DO PIAUI- Secretaria Municipal de Saude ,PI,31/07/2020
17/07/2020,KTK,PIAUI,MUNICIPIO,TRANSPORTE,2, 40.000,PALMEIRAIS DO PIAUI- Secretaria Municipal de Saude ,PI,31/07/2020
17/07/2020,MAGNAMED,PIAUI,MUNICIPIO,TRANSPORTE,1, 48.290,SAO PEDRO DO PIAUI- Secretaria Municipal de Saude ,PI,31/07/2020
17/07/2020,KTK,PIAUI,MUNICIPIO,TRANSPORTE,1, 20.000,SAO PEDRO DO PIAUI- Secretaria Municipal de Saude ,PI,31/07/2020
24/07/2020,KTK,PIAUI,MUNICIPIO,TRANSPORTE,2, 40.000,JACOBINA DO PIAUI - Secretaria Municipal de Saude ,PI,07/08/2020
09/08/2020,MAGNAMED,PIAUI,MUNICIPIO,TRANSPORTE,2, 96.580,SECR MUN DE SAUDE DE RIBEIRO GONCALVES,PI,14/08/2020
09/08/2020,MAGNAMED,PIAUI,MUNICIPIO,TRANSPORTE,2, 96.580,SECR MUN DE SAUDE DE CORRENTE  PI,PI,14/08/2020
09/08/2020,MAGNAMED,PIAUI,MUNICIPIO,TRANSPORTE,2, 96.580,SECR MUN DE SAUDE DE VALENCA DO PIAUIPI,PI,14/08/2020
14/08/2020,VYAIRE,PIAUI,MUNICIPIO,UTI,5, 300.000,SECR MUN DE SAUDE DE PIRIPIRIPI,PI,19/08/2020
14/08/2020,MAGNAMED,PIAUI,MUNICIPIO,TRANSPORTE,2, 96.580,SECR MUN DE SAUDE DE  JOAQUIM PIRESPI,PI,19/08/2020
14/08/2020,VYAIRE,PIAUI,MUNICIPIO,UTI,5, 300.000,SMS de Barras,PI,19/08/2020
04/09/2020,KTK,PIAUI,MUNICIPIO,TRANSPORTE,1, 20.000,SECR. MUN. DE SAUDE DE LUIS CORREIA,PI,09/09/2020
04/09/2020,KTK,PIAUI,MUNICIPIO,TRANSPORTE,1, 20.000,SECR. MUN. DE SAUDE DE UNIAO,PI,09/09/2020
04/09/2020,KTK,PIAUI,MUNICIPIO,TRANSPORTE,1, 20.000,SMS DE PARNAIBA,PI,09/09/2020
21/09/2020,KTK,PIAUI,MUNICIPIO,TRANSPORTE,1, 20.000,SECR MUN DE SAUDE DE VALENCA DO PIAUIPI,PI,28/09/2020
24/09/2020,KTK,PIAUI,MUNICIPIO,TRANSPORTE,1, 20.000,SMS DE PARNAIBA,PI,30/09/2020
24/09/2020,KTK,PIAUI,MUNICIPIO,TRANSPORTE,1, 20.000,SECR MUN DE SAUDE DE MARCOLANDIA  PI,PI,30/09/2020
24/09/2020,KTK,PIAUI,MUNICIPIO,TRANSPORTE,2, 40.000,SECR MUN DE SAUDE DE CARIDADE DO PIAUI,PI,30/09/2020
26/10/2020,KTK,PIAUI,MUNICIPIO,TRANSPORTE,1, 20.000,SECR MUN DE SAUDE DE AGUA BRANCA,PI,03/11/2020
26/10/2020,KTK,PIAUI,MUNICIPIO,TRANSPORTE,1, 20.000,SECR MUN DE SAUDE DE CRISTINO CASTRO,PI,04/11/2020
20/11/2020,KTK,PIAUI,MUNICIPIO,TRANSPORTE,3, 60.000,SMS DE PARNAIBA,PI,25/11/2020
28/01/2021,VYAIRE,PIAUI,MUNICIPIO,UTI,10, 600.000,HOSPITAL GETULIO VARGAS,PI,29/01/2021
28/01/2021,VYAIRE,PIAUI,MUNICIPIO,UTI,40, 2.400.000,SECRETARIA MUNICIPAL DE SAUDE DE TERESIN,PI,29/01/2021
01/03/2021,KTK,PIAUI,MUNICIPIO,TRANSPORTE,10, 200.000,HOSPITAL GETULIO VARGAS,PI,03/03/2021
13/03/2021,LIFEMED,PIAUI,MUNICIPIO,UTI,10, 600.000,HOSPITAL GETULIO VARGAS ,PI,16/03/2021
17/03/2021,LIFEMED,PIAUI,ESTADO,UTI,15, 900.000,SES PIAU,PI,22/03/2021
21/03/2021,INSPIRAR ,PIAUI,ESTADO,UTI,15, 900.000,SMS de Teresina ,PI,23/03/2021
02/04/2021,RUSSER BRASIL,PIAUI,ESTADO,UTI,15, 900.000,SMS de Teresina ,PI,08/04/2021
18/04/2020,VYAIRE,PARANA,ESTADO,UTI,10, 600.000,Secretaria Estadual de Saude,PR,19/04/2020
18/04/2020,MAGNAMED,PARANA,ESTADO,TRANSPORTE,10, 482.900,Secretaria Estadual de Saude,PR,19/04/2020
12/06/2020,VYAIRE,PARANA,MUNICIPIO,UTI,10, 600.000,Secretaria Municipal de Saude (Curitiba),PR,15/06/2020
12/06/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,10, 482.900,Secretaria Municipal de Saude (Curitiba),PR,15/06/2020
12/06/2020,LEISTUNG,PARANA,ESTADO,UTI,40, 2.400.000,Secretaria Estadual de Saude,PR,15/06/2020
12/06/2020,KTK,PARANA,ESTADO,TRANSPORTE,40, 800.000,Secretaria Estadual de Saude,PR,15/06/2020
20/06/2020,LEISTUNG,PARANA,MUNICIPIO,UTI,100, 6.000.000,Secretaria Municipal de Saude (Curitiba),PR,20/06/2020
26/06/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,2, 96.580,Secretaria Municipal de Saude (ANDIŔ),PR,28/06/2020
26/06/2020,VYAIRE,PARANA,MUNICIPIO,UTI,2, 120.000,Secretaria Municipal de Saude (ANDIŔ),PR,28/06/2020
26/06/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,2, 96.580,Secretaria Municipal de Saude (AROPATI),PR,28/06/2020
26/06/2020,VYAIRE,PARANA,MUNICIPIO,UTI,2, 120.000,Secretaria Municipal de Saude (AROPATI),PR,28/06/2020
26/06/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,2, 96.580,Secretaria Municipal de Saude (CASTRO),PR,28/06/2020
26/06/2020,VYAIRE,PARANA,MUNICIPIO,UTI,2, 120.000,Secretaria Municipal de Saude (CASTRO),PR,28/06/2020
26/06/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,2, 96.580,Secretaria Municipal de Saude (IBAITI),PR,30/06/2020
26/06/2020,VYAIRE,PARANA,MUNICIPIO,UTI,2, 120.000,Secretaria Municipal de Saude (IBAITI),PR,30/06/2020
26/06/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude (LONDRINA),PR,28/06/2020
26/06/2020,VYAIRE,PARANA,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude (LONDRINA),PR,28/06/2020
26/06/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,10, 482.900,Secretaria Municipal de Saude  (MARINǴ),PR,28/06/2020
26/06/2020,VYAIRE,PARANA,MUNICIPIO,UTI,10, 600.000,Secretaria Municipal de Saude  (MARINǴ),PR,28/06/2020
26/06/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,2, 96.580,Secretaria Municipal de Saude (PARANAVA̍),PR,28/06/2020
26/06/2020,VYAIRE,PARANA,MUNICIPIO,UTI,2, 120.000,Secretaria Municipal de Saude (PARANAVA̍),PR,28/06/2020
26/06/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,2, 96.580,Secretaria Municipal de Saude (PATO BRANCO),PR,28/06/2020
26/06/2020,VYAIRE,PARANA,MUNICIPIO,UTI,2, 120.000,Secretaria Municipal de Saude (PATO BRANCO),PR,28/06/2020
04/07/2020,VYAIRE,PARANA,MUNICIPIO,UTI,1, 60.000,Secretaria Municipal de Saude  (Toledo),PR,06/07/2020
04/07/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,Secretaria Municipal de Saude  (Toledo),PR,06/07/2020
04/07/2020,VYAIRE,PARANA,MUNICIPIO,UTI,10, 600.000,Secretaria Municipal de Saude (Foz do Igua̤u),PR,07/07/2020
04/07/2020,KTK,PARANA,MUNICIPIO,TRANSPORTE,2, 40.000,Secretaria Municipal de Saude (Foz do Igua̤u),PR,07/07/2020
04/07/2020,VYAIRE,PARANA,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude (Campo Mouṛo),PR,05/07/2020
04/07/2020,KTK,PARANA,MUNICIPIO,TRANSPORTE,5, 100.000,Secretaria Municipal de Saude (Campo Mouṛo),PR,05/07/2020
04/07/2020,VYAIRE,PARANA,MUNICIPIO,UTI,2, 120.000,Secretaria Municipal de Saude  (Ponta Grossa),PR,05/07/2020
04/07/2020,KTK,PARANA,MUNICIPIO,TRANSPORTE,1, 20.000,Secretaria Municipal de Saude  (Ponta Grossa),PR,05/07/2020
07/07/2020,VYAIRE,PARANA,MUNICIPIO,UTI,6, 360.000,Foz do Igua̤u - Hospital Municipal Padre Germano Lauck,PR,10/07/2020
07/07/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,6, 289.740,Foz do Igua̤u - Hospital Municipal Padre Germano Lauck,PR,10/07/2020
07/07/2020,VYAIRE,PARANA,MUNICIPIO,UTI,2, 120.000,Ponta Grossa - Hospital Universit��rio  de Ponta Grossa,PR,09/07/2020
07/07/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,Ponta Grossa - Hospital Universit��rio  de Ponta Grossa,PR,09/07/2020
10/07/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,4, 193.160,CIANORTE - Secretaria Municipal de Saude,PR,13/07/2020
10/07/2020,VYAIRE,PARANA,MUNICIPIO,UTI,4, 240.000,CIANORTE - Secretaria Municipal de Saude,PR,13/07/2020
10/07/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,40, 1.931.600,CURITIBA - Secretaria Municipal de Saude,PR,11/07/2020
10/07/2020,VYAIRE,PARANA,MUNICIPIO,UTI,40, 2.400.000,CURITIBA - Secretaria Municipal de Saude,PR,11/07/2020
10/07/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,4, 193.160,PARANAGÚ - Secretaria Municipal de Saude,PR,12/07/2020
10/07/2020,VYAIRE,PARANA,MUNICIPIO,UTI,4, 240.000,PARANAGÚ - Secretaria Municipal de Saude,PR,12/07/2020
10/07/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,4, 193.160,UMUARAMA - Secretaria Municipal de Saude,PR,13/07/2020
10/07/2020,VYAIRE,PARANA,MUNICIPIO,UTI,4, 240.000,UMUARAMA - Secretaria Municipal de Saude,PR,13/07/2020
10/07/2020,MAGNAMED,PARANA,ESTADO,TRANSPORTE,61, 2.945.690,CURITIBA - Secretaria Estadual de Saude,PR,12/07/2020
10/07/2020,VYAIRE,PARANA,ESTADO,UTI,53, 3.180.000,CURITIBA - Secretaria Estadual de Saude,PR,12/07/2020
17/07/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,RIBEIRAO CLARO - Secretaria Municipal de Saude ,PR,22/07/2020
17/07/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,BANDEIRANTES - Secretaria Municipal de Saude ,PR,22/07/2020
17/07/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,CORNELIO PROCOPIO - Secretaria Municipal de Saude ,PR,22/07/2020
17/07/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,PITANGA - Secretaria Municipal de Saude ,PR,22/07/2020
17/07/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,CARLOPOLIS - Secretaria Municipal de Saude ,PR,22/07/2020
17/07/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,JACAREZINHO - Secretaria Municipal de Saude ,PR,22/07/2020
17/07/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,2, 96.580,SANTO ANTONIO DA PLATINA - Secretaria Municipal de Saude ,PR,22/07/2020
17/07/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,CAMBARA - Secretaria Municipal de Saude ,PR,22/07/2020
17/07/2020,MAGNAMED,PARANA,MUNICIPIO,TRANSPORTE,1, 48.290,FIGUEIRA - Secretaria Municipal de Saude ,PR,22/07/2020
24/07/2020,VYAIRE,PARANA,ESTADO,UTI,6, 360.000,CURITIBA - Secretaria Estadual de Saude ,PR,03/08/2020
24/07/2020,KTK,PARANA,ESTADO,TRANSPORTE,7, 140.000,CURITIBA - Secretaria Estadual de Saude ,PR,03/08/2020
